0 [main] INFO WebdriverTest  - fin del setup de los logs
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Length: 68[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Host: 127.0.0.1:7055[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Connection: Keep-Alive[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Accept-Encoding: gzip,deflate[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "[\r][\n]"
70077 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "{"using":"xpath","value":"//input[@type\u003d\u0027username\u0027]"}"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "HTTP/1.1 200 OK[\r][\n]"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "content-type: application/json; charset=UTF-8[\r][\n]"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "connection: close[\r][\n]"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "content-length: 145[\r][\n]"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "server: httpd.js[\r][\n]"
71037 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "date: Tue, 03 Feb 2015 20:38:21 GMT[\r][\n]"
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[\r][\n]"
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << HTTP/1.1 200 OK
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << content-type: application/json; charset=UTF-8
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << connection: close
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << content-length: 145
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << server: httpd.js
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << date: Tue, 03 Feb 2015 20:38:21 GMT
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "{"name":"findElement","sessionId":"f88d9dba-800a-4b45-a0fb-e6c8af7c293a","status":0,"value":{"ELEMENT":"{29bc1ee5-3701-44f6-886c-a7e0d7198439}"}}"
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: Shutdown connection
71038 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
71039 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: Close connection
71039 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 3][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
71045 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
71045 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
71045 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
71045 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 4][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
71046 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
71046 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
71046 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:60384<->127.0.0.1:7055
71046 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7B29bc1ee5-3701-44f6-886c-a7e0d7198439%7D/clear HTTP/1.1
71046 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7B29bc1ee5-3701-44f6-886c-a7e0d7198439%7D/clear HTTP/1.1
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> Content-Type: application/json; charset=utf-8
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> Content-Length: 47
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> Host: 127.0.0.1:7055
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> Connection: Keep-Alive
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 >> Accept-Encoding: gzip,deflate
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7B29bc1ee5-3701-44f6-886c-a7e0d7198439%7D/clear HTTP/1.1[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "Content-Length: 47[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "Host: 127.0.0.1:7055[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "Connection: Keep-Alive[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
71047 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "Accept-Encoding: gzip,deflate[\r][\n]"
71048 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "[\r][\n]"
71048 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 >> "{"id":"{29bc1ee5-3701-44f6-886c-a7e0d7198439}"}"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "HTTP/1.1 200 OK[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "content-type: application/json; charset=UTF-8[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "connection: close[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "content-length: 96[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "server: httpd.js[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "date: Tue, 03 Feb 2015 20:38:28 GMT[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "[\r][\n]"
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << HTTP/1.1 200 OK
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << content-type: application/json; charset=UTF-8
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << connection: close
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << content-length: 96
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << server: httpd.js
78086 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-4 << date: Tue, 03 Feb 2015 20:38:28 GMT
78087 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-4 << "{"name":"clearElement","sessionId":"f88d9dba-800a-4b45-a0fb-e6c8af7c293a","status":0,"value":""}"
78087 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-4: Shutdown connection
78087 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
78087 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-4: Close connection
78087 [Forwarding clearElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 4][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78089 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
78089 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
78089 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78089 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 5][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
78089 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
78090 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
78090 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62473<->127.0.0.1:7055
78090 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element HTTP/1.1
78090 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
78090 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element HTTP/1.1
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> Content-Type: application/json; charset=utf-8
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> Content-Length: 68
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> Host: 127.0.0.1:7055
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> Connection: Keep-Alive
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-5 >> Accept-Encoding: gzip,deflate
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element HTTP/1.1[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "Content-Length: 68[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "Host: 127.0.0.1:7055[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "Connection: Keep-Alive[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "Accept-Encoding: gzip,deflate[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "[\r][\n]"
78091 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-5 >> "{"using":"xpath","value":"//input[@type\u003d\u0027username\u0027]"}"
